variant_id,product_id,size,color,price,stock
V03812,P0239,S,Blue,163523,99
V03813,P0239,M,Black,540500,24
V03814,P0239,M,White,226115,68
V03815,P0239,M,Red,367107,68
V03816,P0239,M,Blue,110258,62
V03817,P0239,L,Black,416791,3
V03818,P0239,L,White,574780,55
V03819,P0239,L,Red,304843,59
V03820,P0239,L,Blue,227214,30
V03821,P0239,XL,Black,408217,15
V03822,P0239,XL,White,343132,1
V03823,P0239,XL,Red,555821,42
V03824,P0239,XL,Blue,427743,99
V03825,P0240,S,Black,165461,42
V03826,P0240,S,White,349846,61
V03827,P0240,S,Red,264629,21
V03828,P0240,S,Blue,108077,72
V03829,P0240,M,Black,163384,71
V03830,P0240,M,White,114875,68
V03831,P0240,M,Red,416288,35
V03832,P0240,M,Blue,131237,29
V03833,P0240,L,Black,384702,27
V03834,P0240,L,White,133632,71
V03835,P0240,L,Red,110909,9
V03836,P0240,L,Blue,366036,64
V03837,P0240,XL,Black,235769,60
V03838,P0240,XL,White,342108,93
V03839,P0240,XL,Red,187885,72
V03840,P0240,XL,Blue,395369,9
V03841,P0241,S,Black,568842,7
V03842,P0241,S,White,257606,44
V03843,P0241,S,Red,597507,73
V03844,P0241,S,Blue,576055,51
V03845,P0241,M,Black,220293,99
V03846,P0241,M,White,444442,62
V03847,P0241,M,Red,436837,56
V03848,P0241,M,Blue,474704,51
V03849,P0241,L,Black,413361,33
V03850,P0241,L,White,279189,41
V03851,P0241,L,Red,407048,23
V03852,P0241,L,Blue,107850,66
V03853,P0241,XL,Black,143173,44
V03854,P0241,XL,White,228756,73
V03855,P0241,XL,Red,169782,90
V03856,P0241,XL,Blue,160350,24
V03857,P0242,S,Black,400428,20
V03858,P0242,S,White,181529,38
V03859,P0242,S,Red,262059,59
V03860,P0242,S,Blue,242627,57
V03861,P0242,M,Black,446145,24
V03862,P0242,M,White,495173,0
V03863,P0242,M,Red,206964,65
V03864,P0242,M,Blue,501751,8
V03865,P0242,L,Black,257235,9
V03866,P0242,L,White,580414,61
V03867,P0242,L,Red,366510,46
V03868,P0242,L,Blue,380758,20
V03869,P0242,XL,Black,343298,58
V03870,P0242,XL,White,357610,51
V03871,P0242,XL,Red,170924,14
V03872,P0242,XL,Blue,375488,21
V03873,P0243,S,Black,246303,12
V03874,P0243,S,White,169010,68
V03875,P0243,S,Red,272913,35
V03876,P0243,S,Blue,145111,13
V03877,P0243,M,Black,575951,29
V03878,P0243,M,White,108544,51
V03879,P0243,M,Red,399313,29
V03880,P0243,M,Blue,297854,17
V03881,P0243,L,Black,281353,30
V03882,P0243,L,White,583776,70
V03883,P0243,L,Red,598900,89
V03884,P0243,L,Blue,104698,63
V03885,P0243,XL,Black,478291,47
V03886,P0243,XL,White,116002,44
V03887,P0243,XL,Red,330451,59
V03888,P0243,XL,Blue,124980,95
V03889,P0244,S,Black,429480,51
V03890,P0244,S,White,229494,34
V03891,P0244,S,Red,446585,45
V03892,P0244,S,Blue,436245,56
V03893,P0244,M,Black,186420,7
V03894,P0244,M,White,209806,88
V03895,P0244,M,Red,559234,68
V03896,P0244,M,Blue,155209,45
V03897,P0244,L,Black,257077,1
V03898,P0244,L,White,341407,30
V03899,P0244,L,Red,125022,79
V03900,P0244,L,Blue,424764,38
V03901,P0244,XL,Black,596316,14
V03902,P0244,XL,White,532159,16
V03903,P0244,XL,Red,190351,25
V03904,P0244,XL,Blue,339423,74
V03905,P0245,S,Black,305706,55
V03906,P0245,S,White,374920,84
V03907,P0245,S,Red,483494,26
V03908,P0245,S,Blue,287715,41
V03909,P0245,M,Black,194227,53
V03910,P0245,M,White,436979,49
V03911,P0245,M,Red,477257,66
V03912,P0245,M,Blue,470332,45
V03913,P0245,L,Black,126109,90
V03914,P0245,L,White,399294,59
V03915,P0245,L,Red,468816,67
V03916,P0245,L,Blue,540511,2
V03917,P0245,XL,Black,204929,77
V03918,P0245,XL,White,491366,51
V03919,P0245,XL,Red,295587,96
V03920,P0245,XL,Blue,520259,83
V03921,P0246,S,Black,202185,50
V03922,P0246,S,White,105581,62
V03923,P0246,S,Red,119741,52
V03924,P0246,S,Blue,309635,16
V03925,P0246,M,Black,563472,88
V03926,P0246,M,White,248820,31
V03927,P0246,M,Red,403275,39
V03928,P0246,M,Blue,567291,48
V03929,P0246,L,Black,114789,48
V03930,P0246,L,White,183553,23
V03931,P0246,L,Red,320781,34
V03932,P0246,L,Blue,134726,34
V03933,P0246,XL,Black,420903,78
V03934,P0246,XL,White,474970,29
V03935,P0246,XL,Red,104948,73
V03936,P0246,XL,Blue,286566,14
V03937,P0247,S,Black,306441,64
V03938,P0247,S,White,501448,64
V03939,P0247,S,Red,172226,37
V03940,P0247,S,Blue,309595,2
V03941,P0247,M,Black,153455,68
V03942,P0247,M,White,508309,98
V03943,P0247,M,Red,220332,87
V03944,P0247,M,Blue,165130,74
V03945,P0247,L,Black,234863,28
V03946,P0247,L,White,264973,88
V03947,P0247,L,Red,285787,61
V03948,P0247,L,Blue,545367,30
V03949,P0247,XL,Black,180337,49
V03950,P0247,XL,White,505568,66
V03951,P0247,XL,Red,297830,38
V03952,P0247,XL,Blue,313034,1
V03953,P0248,S,Black,534575,95
V03954,P0248,S,White,340670,70
V03955,P0248,S,Red,490008,20
V03956,P0248,S,Blue,312942,90
V03957,P0248,M,Black,275637,80
V03958,P0248,M,White,463353,70
V03959,P0248,M,Red,558224,35
V03960,P0248,M,Blue,411181,72
V03961,P0248,L,Black,585505,2
V03962,P0248,L,White,185158,19
V03963,P0248,L,Red,251420,73
V03964,P0248,L,Blue,438837,15
V03965,P0248,XL,Black,447107,7
V03966,P0248,XL,White,196796,26
V03967,P0248,XL,Red,195516,69
V03968,P0248,XL,Blue,475829,2
V03969,P0249,S,Black,415070,93
V03970,P0249,S,White,192722,95
V03971,P0249,S,Red,511589,53
V03972,P0249,S,Blue,406272,32
V03973,P0249,M,Black,538085,33
V03974,P0249,M,White,366533,50
V03975,P0249,M,Red,203195,82
V03976,P0249,M,Blue,320200,54
V03977,P0249,L,Black,107198,1
V03978,P0249,L,White,497423,4
V03979,P0249,L,Red,308020,52
V03980,P0249,L,Blue,308195,28
V03981,P0249,XL,Black,530658,16
V03982,P0249,XL,White,247665,37
V03983,P0249,XL,Red,496636,93
V03984,P0249,XL,Blue,438698,81
V03985,P0250,S,Black,468346,62
V03986,P0250,S,White,218601,13
V03987,P0250,S,Red,277483,37
V03988,P0250,S,Blue,162292,77
V03989,P0250,M,Black,121123,75
V03990,P0250,M,White,426652,48
V03991,P0250,M,Red,561904,92
V03992,P0250,M,Blue,263039,70
V03993,P0250,L,Black,185930,34
V03994,P0250,L,White,369293,71
V03995,P0250,L,Red,289257,12
V03996,P0250,L,Blue,325543,86
V03997,P0250,XL,Black,483889,44
V03998,P0250,XL,White,303139,70
V03999,P0250,XL,Red,454152,70
V04000,P0250,XL,Blue,479660,93
V04001,P0251,S,Black,118216,4
V04002,P0251,S,White,314855,90
V04003,P0251,S,Red,188975,50
V04004,P0251,S,Blue,116816,13
V04005,P0251,M,Black,585747,53
V04006,P0251,M,White,382978,14
V04007,P0251,M,Red,356084,13
V04008,P0251,M,Blue,263030,78
V04009,P0251,L,Black,127498,5
V04010,P0251,L,White,128675,60
V04011,P0251,L,Red,446141,84
V04012,P0251,L,Blue,182852,56
V04013,P0251,XL,Black,544980,14
V04014,P0251,XL,White,226551,99
V04015,P0251,XL,Red,539493,84
V04016,P0251,XL,Blue,225249,78
V04017,P0252,S,Black,517322,13
V04018,P0252,S,White,464655,0
V04019,P0252,S,Red,549205,26
V04020,P0252,S,Blue,163607,78
V04021,P0252,M,Black,482426,56
V04022,P0252,M,White,362237,78
V04023,P0252,M,Red,371467,61
V04024,P0252,M,Blue,390961,2
V04025,P0252,L,Black,465761,13
V04026,P0252,L,White,593654,71
V04027,P0252,L,Red,578070,52
V04028,P0252,L,Blue,270622,70
V04029,P0252,XL,Black,577551,15
V04030,P0252,XL,White,542032,38
V04031,P0252,XL,Red,195382,55
V04032,P0252,XL,Blue,108972,53
V04033,P0253,S,Black,453543,97
V04034,P0253,S,White,596229,53
V04035,P0253,S,Red,366784,23
V04036,P0253,S,Blue,550413,43
V04037,P0253,M,Black,525371,56
V04038,P0253,M,White,505454,14
V04039,P0253,M,Red,486456,44
V04040,P0253,M,Blue,451412,29
V04041,P0253,L,Black,239123,75
V04042,P0253,L,White,411369,92
V04043,P0253,L,Red,428117,49
V04044,P0253,L,Blue,214168,97
V04045,P0253,XL,Black,185575,50
V04046,P0253,XL,White,485011,97
V04047,P0253,XL,Red,124865,60
V04048,P0253,XL,Blue,270032,65
V04049,P0254,S,Black,252128,34
V04050,P0254,S,White,386702,98
V04051,P0254,S,Red,163766,47
V04052,P0254,S,Blue,374614,13
V04053,P0254,M,Black,148955,64
V04054,P0254,M,White,263100,40
V04055,P0254,M,Red,255073,55
V04056,P0254,M,Blue,300388,55
V04057,P0254,L,Black,551909,95
V04058,P0254,L,White,327681,14
V04059,P0254,L,Red,486305,17
V04060,P0254,L,Blue,329496,89
V04061,P0254,XL,Black,244863,44
V04062,P0254,XL,White,190020,82
V04063,P0254,XL,Red,554568,17
V04064,P0254,XL,Blue,192627,42
V04065,P0255,S,Black,562587,41
V04066,P0255,S,White,269518,79
V04067,P0255,S,Red,307769,17
V04068,P0255,S,Blue,549237,98
V04069,P0255,M,Black,433372,1
V04070,P0255,M,White,427369,94
V04071,P0255,M,Red,236936,53
V04072,P0255,M,Blue,437955,21
V04073,P0255,L,Black,505850,72
V04074,P0255,L,White,400513,27
V04075,P0255,L,Red,122525,82
V04076,P0255,L,Blue,453153,68
V04077,P0255,XL,Black,191067,93
V04078,P0255,XL,White,388454,26
V04079,P0255,XL,Red,534160,4
V04080,P0255,XL,Blue,171032,9
V04081,P0256,S,Black,321179,53
V04082,P0256,S,White,305512,96
V04083,P0256,S,Red,233998,17
V04084,P0256,S,Blue,334000,37
V04085,P0256,M,Black,592324,27
V04086,P0256,M,White,496281,25
V04087,P0256,M,Red,365170,58
V04088,P0256,M,Blue,199478,30
V04089,P0256,L,Black,596342,19
V04090,P0256,L,White,464110,37
V04091,P0256,L,Red,512972,15
V04092,P0256,L,Blue,273431,52
V04093,P0256,XL,Black,158848,17
V04094,P0256,XL,White,374462,29
V04095,P0256,XL,Red,357213,60
V04096,P0256,XL,Blue,211491,33
V04097,P0257,S,Black,581796,4
V04098,P0257,S,White,322976,41
V04099,P0257,S,Red,175064,20
V04100,P0257,S,Blue,254954,31
V04101,P0257,M,Black,297238,85
V04102,P0257,M,White,578705,17
V04103,P0257,M,Red,528643,34
V04104,P0257,M,Blue,254562,26
V04105,P0257,L,Black,397053,0
V04106,P0257,L,White,233195,46
V04107,P0257,L,Red,478003,75
V04108,P0257,L,Blue,273918,97
V04109,P0257,XL,Black,344848,19
V04110,P0257,XL,White,399023,63
V04111,P0257,XL,Red,354739,81
V04112,P0257,XL,Blue,563672,55
V04113,P0258,S,Black,342586,59
V04114,P0258,S,White,388668,42
V04115,P0258,S,Red,378813,24
V04116,P0258,S,Blue,334439,91
V04117,P0258,M,Black,498103,56
V04118,P0258,M,White,262004,46
V04119,P0258,M,Red,355646,97
V04120,P0258,M,Blue,237289,90
V04121,P0258,L,Black,160244,78
V04122,P0258,L,White,207101,60
V04123,P0258,L,Red,580790,1
V04124,P0258,L,Blue,407322,66
V04125,P0258,XL,Black,303601,71
V04126,P0258,XL,White,266749,28
V04127,P0258,XL,Red,375541,11
V04128,P0258,XL,Blue,352443,2
V04129,P0259,S,Black,469890,66
V04130,P0259,S,White,449693,3
V04131,P0259,S,Red,235839,23
V04132,P0259,S,Blue,415307,94
V04133,P0259,M,Black,146249,72
V04134,P0259,M,White,520615,48
V04135,P0259,M,Red,597448,95
V04136,P0259,M,Blue,135120,53
V04137,P0259,L,Black,205438,2
V04138,P0259,L,White,533928,56
V04139,P0259,L,Red,153752,10
V04140,P0259,L,Blue,397999,59
V04141,P0259,XL,Black,418183,35
V04142,P0259,XL,White,106158,40
V04143,P0259,XL,Red,188296,15
V04144,P0259,XL,Blue,208399,67
V04145,P0260,S,Black,536159,40
V04146,P0260,S,White,420809,75
V04147,P0260,S,Red,427715,80
V04148,P0260,S,Blue,409914,51
V04149,P0260,M,Black,315634,48
V04150,P0260,M,White,456430,18
V04151,P0260,M,Red,147877,77
V04152,P0260,M,Blue,309084,24
V04153,P0260,L,Black,370975,35
V04154,P0260,L,White,174671,42
V04155,P0260,L,Red,118495,7
V04156,P0260,L,Blue,562177,97
V04157,P0260,XL,Black,320148,89
V04158,P0260,XL,White,581027,22
V04159,P0260,XL,Red,423280,47
V04160,P0260,XL,Blue,498714,25
V04161,P0261,S,Black,173429,34
V04162,P0261,S,White,540708,96
V04163,P0261,S,Red,501261,91
V04164,P0261,S,Blue,225145,74
V04165,P0261,M,Black,389590,73
V04166,P0261,M,White,243628,6
V04167,P0261,M,Red,260889,25
V04168,P0261,M,Blue,239919,34
V04169,P0261,L,Black,574043,26
V04170,P0261,L,White,289014,86
V04171,P0261,L,Red,119053,65
V04172,P0261,L,Blue,436756,75
V04173,P0261,XL,Black,500574,50
V04174,P0261,XL,White,340643,60
V04175,P0261,XL,Red,181105,57
V04176,P0261,XL,Blue,220255,80
V04177,P0262,S,Black,438889,31
V04178,P0262,S,White,363025,40
V04179,P0262,S,Red,463520,12
V04180,P0262,S,Blue,465034,36
V04181,P0262,M,Black,531607,6
V04182,P0262,M,White,307205,46
V04183,P0262,M,Red,404168,77
V04184,P0262,M,Blue,536335,56
V04185,P0262,L,Black,515351,75
V04186,P0262,L,White,594050,56
V04187,P0262,L,Red,595815,87
V04188,P0262,L,Blue,458509,57
V04189,P0262,XL,Black,354025,53
V04190,P0262,XL,White,525583,68
V04191,P0262,XL,Red,386766,36
V04192,P0262,XL,Blue,362210,97
V04193,P0263,S,Black,179646,73
V04194,P0263,S,White,327029,0
V04195,P0263,S,Red,221026,47
V04196,P0263,S,Blue,456594,88
V04197,P0263,M,Black,156187,49
V04198,P0263,M,White,238654,0
V04199,P0263,M,Red,278005,72
V04200,P0263,M,Blue,554750,77
V04201,P0263,L,Black,524982,38
V04202,P0263,L,White,140887,88
V04203,P0263,L,Red,590993,56
V04204,P0263,L,Blue,271982,20
V04205,P0263,XL,Black,364567,67
V04206,P0263,XL,White,397934,32
V04207,P0263,XL,Red,506925,48
V04208,P0263,XL,Blue,398279,83
V04209,P0264,S,Black,360536,69
V04210,P0264,S,White,315860,93
V04211,P0264,S,Red,203285,85
V04212,P0264,S,Blue,406069,47
V04213,P0264,M,Black,412645,67
V04214,P0264,M,White,478043,14
V04215,P0264,M,Red,437509,66
V04216,P0264,M,Blue,281154,45
V04217,P0264,L,Black,503836,90
V04218,P0264,L,White,547832,65
V04219,P0264,L,Red,445710,70
V04220,P0264,L,Blue,185916,44
V04221,P0264,XL,Black,273774,76
V04222,P0264,XL,White,576098,42
V04223,P0264,XL,Red,528848,25
V04224,P0264,XL,Blue,313779,46
V04225,P0265,S,Black,440188,38
V04226,P0265,S,White,245392,1
V04227,P0265,S,Red,183390,16
V04228,P0265,S,Blue,492855,88
V04229,P0265,M,Black,423706,79
V04230,P0265,M,White,586079,41
V04231,P0265,M,Red,194556,87
V04232,P0265,M,Blue,357150,37
V04233,P0265,L,Black,457198,56
V04234,P0265,L,White,520650,41
V04235,P0265,L,Red,343108,57
V04236,P0265,L,Blue,274715,55
V04237,P0265,XL,Black,472529,39
V04238,P0265,XL,White,361327,15
V04239,P0265,XL,Red,155420,56
V04240,P0265,XL,Blue,278664,35
V04241,P0266,S,Black,226476,74
V04242,P0266,S,White,353232,41
V04243,P0266,S,Red,331904,22
V04244,P0266,S,Blue,561148,48
V04245,P0266,M,Black,135164,3
V04246,P0266,M,White,527855,9
V04247,P0266,M,Red,508606,64
V04248,P0266,M,Blue,400821,28
V04249,P0266,L,Black,205647,59
V04250,P0266,L,White,525616,27
V04251,P0266,L,Red,243061,79
V04252,P0266,L,Blue,177487,99
V04253,P0266,XL,Black,194948,77
V04254,P0266,XL,White,185210,63
V04255,P0266,XL,Red,327220,71
V04256,P0266,XL,Blue,290059,94
V04257,P0267,S,Black,182126,46
V04258,P0267,S,White,240342,89
V04259,P0267,S,Red,484225,82
V04260,P0267,S,Blue,216553,37
V04261,P0267,M,Black,518449,24
V04262,P0267,M,White,317646,99
V04263,P0267,M,Red,140911,75
V04264,P0267,M,Blue,439085,95
V04265,P0267,L,Black,253507,92
V04266,P0267,L,White,586126,38
V04267,P0267,L,Red,483045,9
V04268,P0267,L,Blue,411325,52
V04269,P0267,XL,Black,566924,78
V04270,P0267,XL,White,181574,82
V04271,P0267,XL,Red,575134,64
V04272,P0267,XL,Blue,558816,70
V04273,P0268,S,Black,340518,81
V04274,P0268,S,White,292678,81
V04275,P0268,S,Red,124867,48
V04276,P0268,S,Blue,536768,70
V04277,P0268,M,Black,220733,13
V04278,P0268,M,White,240800,97
V04279,P0268,M,Red,428402,86
V04280,P0268,M,Blue,520393,73
V04281,P0268,L,Black,138415,59
V04282,P0268,L,White,330218,43
V04283,P0268,L,Red,450490,8
V04284,P0268,L,Blue,431207,69
V04285,P0268,XL,Black,440428,81
V04286,P0268,XL,White,313944,0
V04287,P0268,XL,Red,552860,50
V04288,P0268,XL,Blue,283819,75
V04289,P0269,S,Black,557174,72
V04290,P0269,S,White,371813,40
V04291,P0269,S,Red,117931,8
V04292,P0269,S,Blue,236294,92
V04293,P0269,M,Black,100642,68
V04294,P0269,M,White,116555,95
V04295,P0269,M,Red,271916,8
V04296,P0269,M,Blue,200556,90
V04297,P0269,L,Black,569237,68
V04298,P0269,L,White,112581,22
V04299,P0269,L,Red,404919,71
V04300,P0269,L,Blue,269554,2
V04301,P0269,XL,Black,533384,35
V04302,P0269,XL,White,160116,93
V04303,P0269,XL,Red,334547,28
V04304,P0269,XL,Blue,588560,1
V04305,P0270,S,Black,469572,83
V04306,P0270,S,White,238391,52
V04307,P0270,S,Red,572733,91
V04308,P0270,S,Blue,412512,77
V04309,P0270,M,Black,391398,6
V04310,P0270,M,White,343601,95
V04311,P0270,M,Red,145985,33
V04312,P0270,M,Blue,512700,11
V04313,P0270,L,Black,561467,66
V04314,P0270,L,White,420198,36
V04315,P0270,L,Red,322527,18
V04316,P0270,L,Blue,324291,44
V04317,P0270,XL,Black,388004,80
V04318,P0270,XL,White,301341,9
V04319,P0270,XL,Red,203015,57
V04320,P0270,XL,Blue,590740,85
V04321,P0271,S,Black,227219,98
V04322,P0271,S,White,375391,48
V04323,P0271,S,Red,504668,75
V04324,P0271,S,Blue,164016,93
V04325,P0271,M,Black,438860,74
V04326,P0271,M,White,117398,40
V04327,P0271,M,Red,404725,57
V04328,P0271,M,Blue,244924,39
V04329,P0271,L,Black,295557,73
V04330,P0271,L,White,319759,39
V04331,P0271,L,Red,341495,57
V04332,P0271,L,Blue,373724,30
V04333,P0271,XL,Black,118341,95
V04334,P0271,XL,White,303224,67
V04335,P0271,XL,Red,408763,50
V04336,P0271,XL,Blue,470617,39
V04337,P0272,S,Black,381000,0
V04338,P0272,S,White,560577,7
V04339,P0272,S,Red,180302,42
V04340,P0272,S,Blue,388444,47
V04341,P0272,M,Black,312280,22
V04342,P0272,M,White,528351,89
V04343,P0272,M,Red,125643,9
V04344,P0272,M,Blue,496432,15
V04345,P0272,L,Black,456373,47
V04346,P0272,L,White,139652,20
V04347,P0272,L,Red,327842,40
V04348,P0272,L,Blue,511011,45
V04349,P0272,XL,Black,574414,97
V04350,P0272,XL,White,268520,5
V04351,P0272,XL,Red,484981,92
V04352,P0272,XL,Blue,541572,21
V04353,P0273,S,Black,222661,85
V04354,P0273,S,White,126179,78
V04355,P0273,S,Red,224981,23
V04356,P0273,S,Blue,468902,83
V04357,P0273,M,Black,473615,83
V04358,P0273,M,White,217263,48
V04359,P0273,M,Red,216840,83
V04360,P0273,M,Blue,214332,38
V04361,P0273,L,Black,410065,6
V04362,P0273,L,White,373610,90
V04363,P0273,L,Red,591078,56
V04364,P0273,L,Blue,485306,8
V04365,P0273,XL,Black,599332,74
V04366,P0273,XL,White,563409,97
V04367,P0273,XL,Red,131447,56
V04368,P0273,XL,Blue,162810,26
V04369,P0274,S,Black,136400,43
V04370,P0274,S,White,245734,34
V04371,P0274,S,Red,349270,90
V04372,P0274,S,Blue,123540,50
V04373,P0274,M,Black,156020,76
V04374,P0274,M,White,444363,35
V04375,P0274,M,Red,578480,81
V04376,P0274,M,Blue,156067,0
V04377,P0274,L,Black,280284,27
V04378,P0274,L,White,171748,15
V04379,P0274,L,Red,491461,43
V04380,P0274,L,Blue,495207,79
V04381,P0274,XL,Black,350153,81
V04382,P0274,XL,White,164728,41
V04383,P0274,XL,Red,507270,93
V04384,P0274,XL,Blue,425341,55
V04385,P0275,S,Black,351533,44
V04386,P0275,S,White,293712,21
V04387,P0275,S,Red,403317,55
V04388,P0275,S,Blue,512904,67
V04389,P0275,M,Black,464427,2
V04390,P0275,M,White,166550,84
V04391,P0275,M,Red,527655,90
V04392,P0275,M,Blue,479691,46
V04393,P0275,L,Black,329115,65
V04394,P0275,L,White,487863,78
V04395,P0275,L,Red,360580,47
V04396,P0275,L,Blue,209004,95
V04397,P0275,XL,Black,244451,31
V04398,P0275,XL,White,468097,43
V04399,P0275,XL,Red,256037,91
V04400,P0275,XL,Blue,582003,26
V04401,P0276,S,Black,387134,13
V04402,P0276,S,White,117829,56
V04403,P0276,S,Red,550037,50
V04404,P0276,S,Blue,190312,62
V04405,P0276,M,Black,119897,73
V04406,P0276,M,White,560917,41
V04407,P0276,M,Red,212113,78
V04408,P0276,M,Blue,449079,35
V04409,P0276,L,Black,286416,69
V04410,P0276,L,White,543047,34
V04411,P0276,L,Red,378951,63
V04412,P0276,L,Blue,302639,11
V04413,P0276,XL,Black,290741,40
V04414,P0276,XL,White,429583,92
V04415,P0276,XL,Red,341690,90
V04416,P0276,XL,Blue,512382,99
V04417,P0277,S,Black,283305,41
V04418,P0277,S,White,596712,71
V04419,P0277,S,Red,217179,16
V04420,P0277,S,Blue,260950,56
V04421,P0277,M,Black,376993,33
V04422,P0277,M,White,154604,75
V04423,P0277,M,Red,385489,37
V04424,P0277,M,Blue,430507,32
V04425,P0277,L,Black,483873,7
V04426,P0277,L,White,249335,29
V04427,P0277,L,Red,168818,99
V04428,P0277,L,Blue,404338,92
V04429,P0277,XL,Black,224484,7
V04430,P0277,XL,White,553799,12
V04431,P0277,XL,Red,100455,22
V04432,P0277,XL,Blue,300963,85
V04433,P0278,S,Black,475345,29
V04434,P0278,S,White,430398,86
V04435,P0278,S,Red,266316,27
V04436,P0278,S,Blue,253176,24
V04437,P0278,M,Black,199399,61
V04438,P0278,M,White,286462,94
V04439,P0278,M,Red,155052,27
V04440,P0278,M,Blue,102283,8
V04441,P0278,L,Black,486514,6
V04442,P0278,L,White,466027,69
V04443,P0278,L,Red,245865,95
V04444,P0278,L,Blue,311675,93
V04445,P0278,XL,Black,495250,61
V04446,P0278,XL,White,313644,19
V04447,P0278,XL,Red,152561,55
V04448,P0278,XL,Blue,284775,48
V04449,P0279,S,Black,134427,37
V04450,P0279,S,White,314282,9
V04451,P0279,S,Red,358953,21
V04452,P0279,S,Blue,411121,3
V04453,P0279,M,Black,592207,17
V04454,P0279,M,White,593295,30
V04455,P0279,M,Red,525542,25
V04456,P0279,M,Blue,324923,19
V04457,P0279,L,Black,381765,15
V04458,P0279,L,White,363208,55
V04459,P0279,L,Red,398703,48
V04460,P0279,L,Blue,180717,98
V04461,P0279,XL,Black,395941,1
V04462,P0279,XL,White,285667,45
V04463,P0279,XL,Red,480956,62
V04464,P0279,XL,Blue,345069,52
V04465,P0280,S,Black,422249,56
V04466,P0280,S,White,329553,88
V04467,P0280,S,Red,523225,21
V04468,P0280,S,Blue,585028,72
V04469,P0280,M,Black,512574,23
V04470,P0280,M,White,589541,71
V04471,P0280,M,Red,431875,21
V04472,P0280,M,Blue,175327,22
V04473,P0280,L,Black,196800,42
V04474,P0280,L,White,470770,16
V04475,P0280,L,Red,345513,0
V04476,P0280,L,Blue,118411,4
V04477,P0280,XL,Black,272097,76
V04478,P0280,XL,White,266128,26
V04479,P0280,XL,Red,435212,2
V04480,P0280,XL,Blue,103096,83
V04481,P0281,S,Black,375713,67
V04482,P0281,S,White,168023,50
V04483,P0281,S,Red,499454,3
V04484,P0281,S,Blue,493847,24
V04485,P0281,M,Black,165975,17
V04486,P0281,M,White,558945,8
V04487,P0281,M,Red,182406,77
V04488,P0281,M,Blue,288667,56
V04489,P0281,L,Black,473414,86
V04490,P0281,L,White,334636,62
V04491,P0281,L,Red,138587,85
V04492,P0281,L,Blue,550843,38
V04493,P0281,XL,Black,324200,34
V04494,P0281,XL,White,217142,53
V04495,P0281,XL,Red,418788,2
V04496,P0281,XL,Blue,327214,6
V04497,P0282,S,Black,221927,70
V04498,P0282,S,White,187903,57
V04499,P0282,S,Red,155486,59
V04500,P0282,S,Blue,150957,74
V04501,P0282,M,Black,299070,67
V04502,P0282,M,White,506985,99
V04503,P0282,M,Red,211189,80
V04504,P0282,M,Blue,266164,34
V04505,P0282,L,Black,340379,72
V04506,P0282,L,White,456603,22
V04507,P0282,L,Red,189416,26
V04508,P0282,L,Blue,174592,5
V04509,P0282,XL,Black,277504,99
V04510,P0282,XL,White,513657,88
V04511,P0282,XL,Red,354313,92
V04512,P0282,XL,Blue,293137,35
V04513,P0283,S,Black,159709,56
V04514,P0283,S,White,124109,63
V04515,P0283,S,Red,377115,18
V04516,P0283,S,Blue,194857,2
V04517,P0283,M,Black,312759,15
V04518,P0283,M,White,170561,79
V04519,P0283,M,Red,338898,50
V04520,P0283,M,Blue,455980,99
V04521,P0283,L,Black,423204,68
V04522,P0283,L,White,357730,72
V04523,P0283,L,Red,296406,3
V04524,P0283,L,Blue,553150,92
V04525,P0283,XL,Black,406476,62
V04526,P0283,XL,White,167678,37
V04527,P0283,XL,Red,446687,52
V04528,P0283,XL,Blue,355527,5
V04529,P0284,S,Black,218601,46
V04530,P0284,S,White,325734,70
V04531,P0284,S,Red,397465,34
V04532,P0284,S,Blue,317585,33
V04533,P0284,M,Black,437255,87
V04534,P0284,M,White,343148,23
V04535,P0284,M,Red,440866,51
V04536,P0284,M,Blue,250952,64
V04537,P0284,L,Black,136900,53
V04538,P0284,L,White,196422,87
V04539,P0284,L,Red,260423,24
V04540,P0284,L,Blue,361849,11
V04541,P0284,XL,Black,345008,68
V04542,P0284,XL,White,206152,46
V04543,P0284,XL,Red,289610,72
V04544,P0284,XL,Blue,489075,1
V04545,P0285,S,Black,502606,76
V04546,P0285,S,White,533581,28
V04547,P0285,S,Red,536062,65
V04548,P0285,S,Blue,130792,38
V04549,P0285,M,Black,292753,71
V04550,P0285,M,White,388047,64
V04551,P0285,M,Red,329448,0
V04552,P0285,M,Blue,226732,43
V04553,P0285,L,Black,299807,72
V04554,P0285,L,White,304394,77
V04555,P0285,L,Red,231904,5
V04556,P0285,L,Blue,294196,55
V04557,P0285,XL,Black,185841,96
V04558,P0285,XL,White,189628,5
V04559,P0285,XL,Red,106413,93
V04560,P0285,XL,Blue,426457,38
V04561,P0286,S,Black,593200,1
V04562,P0286,S,White,152167,26
V04563,P0286,S,Red,540364,2
V04564,P0286,S,Blue,145906,50
V04565,P0286,M,Black,315897,65
V04566,P0286,M,White,501677,51
V04567,P0286,M,Red,403242,39
V04568,P0286,M,Blue,394876,27
V04569,P0286,L,Black,212186,45
V04570,P0286,L,White,597459,1
V04571,P0286,L,Red,433220,7
V04572,P0286,L,Blue,469557,24
V04573,P0286,XL,Black,398450,3
V04574,P0286,XL,White,253758,59
V04575,P0286,XL,Red,416078,44
V04576,P0286,XL,Blue,445660,44
V04577,P0287,S,Black,271668,82
